Lookup,Yr,Org4Code,DistName,Expr1,FTEPupils,Value(FTEPupils)
01362018FTEOut,2018,0136,Holliston,FTEOut,83.5,83.5
01362018FTEs,2018,0136,Holliston,FTEs,"2,987.4","2,987.4"
01372018FTEIn,2018,0137,Holyoke,FTEIn,"5,404.8","5,404.8"
01372018FTEOut,2018,0137,Holyoke,FTEOut,"1,302.5","1,302.5"
01372018FTEs,2018,0137,Holyoke,FTEs,"6,707.3","6,707.3"
01382018FTEIn,2018,0138,Hopedale,FTEIn,"1,138.9","1,138.9"
01382018FTEOut,2018,0138,Hopedale,FTEOut,75.2,75.2
01382018FTEs,2018,0138,Hopedale,FTEs,"1,214.1","1,214.1"
01392018FTEIn,2018,0139,Hopkinton,FTEIn,"3,565.7","3,565.7"
01392018FTEOut,2018,0139,Hopkinton,FTEOut,70.8,70.8
01392018FTEs,2018,0139,Hopkinton,FTEs,"3,636.5","3,636.5"
01412018FTEIn,2018,0141,Hudson,FTEIn,"2,654.9","2,654.9"
01412018FTEOut,2018,0141,Hudson,FTEOut,197.9,197.9
01412018FTEs,2018,0141,Hudson,FTEs,"2,852.8","2,852.8"
01422018FTEIn,2018,0142,Hull,FTEIn,901.4,901.4
01422018FTEOut,2018,0142,Hull,FTEOut,76.4,76.4
01422018FTEs,2018,0142,Hull,FTEs,977.8,977.8
01442018FTEIn,2018,0144,Ipswich,FTEIn,"1,701.6","1,701.6"
01442018FTEOut,2018,0144,Ipswich,FTEOut,49.0,49.0
01442018FTEs,2018,0144,Ipswich,FTEs,"1,750.6","1,750.6"
01452018FTEIn,2018,0145,Kingston,FTEIn,"1,029.9","1,029.9"
01452018FTEOut,2018,0145,Kingston,FTEOut,53.8,53.8
01452018FTEs,2018,0145,Kingston,FTEs,"1,083.7","1,083.7"
01482018FTEIn,2018,0148,Lanesborough,FTEIn,212.4,212.4
01482018FTEOut,2018,0148,Lanesborough,FTEOut,25.0,25.0
01482018FTEs,2018,0148,Lanesborough,FTEs,237.4,237.4
01492018FTEIn,2018,0149,Lawrence,FTEIn,"14,032.7","14,032.7"
01492018FTEOut,2018,0149,Lawrence,FTEOut,"1,853.3","1,853.3"
01492018FTEs,2018,0149,Lawrence,FTEs,"15,886.0","15,886.0"
01502018FTEIn,2018,0150,Lee,FTEIn,688.3,688.3
01502018FTEOut,2018,0150,Lee,FTEOut,105.7,105.7
01502018FTEs,2018,0150,Lee,FTEs,794.0,794.0
01512018FTEIn,2018,0151,Leicester,FTEIn,"1,548.4","1,548.4"
01512018FTEOut,2018,0151,Leicester,FTEOut,170.9,170.9
01512018FTEs,2018,0151,Leicester,FTEs,"1,719.3","1,719.3"
01522018FTEIn,2018,0152,Lenox,FTEIn,748.4,748.4
01522018FTEOut,2018,0152,Lenox,FTEOut,38.1,38.1
01522018FTEs,2018,0152,Lenox,FTEs,786.5,786.5
01532018FTEIn,2018,0153,Leominster,FTEIn,"6,023.3","6,023.3"
01532018FTEOut,2018,0153,Leominster,FTEOut,453.6,453.6
01532018FTEs,2018,0153,Leominster,FTEs,"6,476.9","6,476.9"
01542018FTEIn,2018,0154,Leverett,FTEIn,128.6,128.6
01542018FTEOut,2018,0154,Leverett,FTEOut,8.0,8.0
01542018FTEs,2018,0154,Leverett,FTEs,136.6,136.6
01552018FTEIn,2018,0155,Lexington,FTEIn,"7,239.4","7,239.4"
01552018FTEOut,2018,0155,Lexington,FTEOut,115.1,115.1
01552018FTEs,2018,0155,Lexington,FTEs,"7,354.5","7,354.5"
01572018FTEIn,2018,0157,Lincoln,FTEIn,"1,200.3","1,200.3"
01572018FTEOut,2018,0157,Lincoln,FTEOut,40.4,40.4
01572018FTEs,2018,0157,Lincoln,FTEs,"1,240.7","1,240.7"
01582018FTEIn,2018,0158,Littleton,FTEIn,"1,656.8","1,656.8"
01582018FTEOut,2018,0158,Littleton,FTEOut,135.0,135.0
01582018FTEs,2018,0158,Littleton,FTEs,"1,791.8","1,791.8"
01592018FTEIn,2018,0159,Longmeadow,FTEIn,"2,867.2","2,867.2"
01592018FTEOut,2018,0159,Longmeadow,FTEOut,63.0,63.0
01592018FTEs,2018,0159,Longmeadow,FTEs,"2,930.2","2,930.2"
01602018FTEIn,2018,0160,Lowell,FTEIn,"14,575.1","14,575.1"
01602018FTEOut,2018,0160,Lowell,FTEOut,"2,060.7","2,060.7"
01602018FTEs,2018,0160,Lowell,FTEs,"16,635.8","16,635.8"
01612018FTEIn,2018,0161,Ludlow,FTEIn,"2,629.1","2,629.1"
01612018FTEOut,2018,0161,Ludlow,FTEOut,106.6,106.6
01612018FTEs,2018,0161,Ludlow,FTEs,"2,735.7","2,735.7"
01622018FTEIn,2018,0162,Lunenburg,FTEIn,"1,620.5","1,620.5"
01622018FTEOut,2018,0162,Lunenburg,FTEOut,143.4,143.4
01622018FTEs,2018,0162,Lunenburg,FTEs,"1,763.9","1,763.9"
01632018FTEIn,2018,0163,Lynn,FTEIn,"15,551.9","15,551.9"
01632018FTEOut,2018,0163,Lynn,FTEOut,"1,895.5","1,895.5"
01632018FTEs,2018,0163,Lynn,FTEs,"17,447.4","17,447.4"
01642018FTEIn,2018,0164,Lynnfield,FTEIn,"2,221.3","2,221.3"
01642018FTEOut,2018,0164,Lynnfield,FTEOut,35.0,35.0
01642018FTEs,2018,0164,Lynnfield,FTEs,"2,256.3","2,256.3"
01652018FTEIn,2018,0165,Malden,FTEIn,"6,501.1","6,501.1"
01652018FTEOut,2018,0165,Malden,FTEOut,"1,134.8","1,134.8"
01652018FTEs,2018,0165,Malden,FTEs,"7,635.9","7,635.9"
01672018FTEIn,2018,0167,Mansfield,FTEIn,"3,807.4","3,807.4"
01672018FTEOut,2018,0167,Mansfield,FTEOut,137.1,137.1
01672018FTEs,2018,0167,Mansfield,FTEs,"3,944.5","3,944.5"
01682018FTEIn,2018,0168,Marblehead,FTEIn,"3,102.2","3,102.2"
01682018FTEOut,2018,0168,Marblehead,FTEOut,218.6,218.6
01682018FTEs,2018,0168,Marblehead,FTEs,"3,320.8","3,320.8"
01692018FTEIn,2018,0169,Marion,FTEIn,455.9,455.9
01692018FTEOut,2018,0169,Marion,FTEOut,11.7,11.7
01692018FTEs,2018,0169,Marion,FTEs,467.6,467.6
01702018FTEIn,2018,0170,Marlborough,FTEIn,"4,639.8","4,639.8"
01702018FTEOut,2018,0170,Marlborough,FTEOut,764.1,764.1
01702018FTEs,2018,0170,Marlborough,FTEs,"5,403.9","5,403.9"
01712018FTEIn,2018,0171,Marshfield,FTEIn,"4,135.1","4,135.1"
01712018FTEOut,2018,0171,Marshfield,FTEOut,95.9,95.9
01712018FTEs,2018,0171,Marshfield,FTEs,"4,231.0","4,231.0"
01722018FTEIn,2018,0172,Mashpee,FTEIn,"1,643.3","1,643.3"
01722018FTEOut,2018,0172,Mashpee,FTEOut,156.2,156.2
01722018FTEs,2018,0172,Mashpee,FTEs,"1,799.5","1,799.5"
01732018FTEIn,2018,0173,Mattapoisett,FTEIn,448.2,448.2
01732018FTEOut,2018,0173,Mattapoisett,FTEOut,16.8,16.8
01732018FTEs,2018,0173,Mattapoisett,FTEs,465.0,465.0
01742018FTEIn,2018,0174,Maynard,FTEIn,"1,386.0","1,386.0"
01742018FTEOut,2018,0174,Maynard,FTEOut,135.3,135.3
01742018FTEs,2018,0174,Maynard,FTEs,"1,521.3","1,521.3"
01752018FTEIn,2018,0175,Medfield,FTEIn,"2,596.7","2,596.7"
01752018FTEOut,2018,0175,Medfield,FTEOut,39.7,39.7
01752018FTEs,2018,0175,Medfield,FTEs,"2,636.4","2,636.4"
01762018FTEIn,2018,0176,Medford,FTEIn,"4,359.3","4,359.3"
01762018FTEOut,2018,0176,Medford,FTEOut,448.9,448.9
01762018FTEs,2018,0176,Medford,FTEs,"4,808.2","4,808.2"
01772018FTEIn,2018,0177,Medway,FTEIn,"2,280.4","2,280.4"
01772018FTEOut,2018,0177,Medway,FTEOut,99.6,99.6
01772018FTEs,2018,0177,Medway,FTEs,"2,380.0","2,380.0"
01782018FTEIn,2018,0178,Melrose,FTEIn,"3,905.1","3,905.1"
01782018FTEOut,2018,0178,Melrose,FTEOut,295.1,295.1
01782018FTEs,2018,0178,Melrose,FTEs,"4,200.2","4,200.2"
01812018FTEIn,2018,0181,Methuen,FTEIn,"6,978.6","6,978.6"
01812018FTEOut,2018,0181,Methuen,FTEOut,335.9,335.9
01812018FTEs,2018,0181,Methuen,FTEs,"7,314.5","7,314.5"
01822018FTEIn,2018,0182,Middleborough,FTEIn,"2,971.2","2,971.2"
01822018FTEOut,2018,0182,Middleborough,FTEOut,141.8,141.8
01822018FTEs,2018,0182,Middleborough,FTEs,"3,113.0","3,113.0"
01842018FTEIn,2018,0184,Middleton,FTEIn,687.7,687.7
01842018FTEOut,2018,0184,Middleton,FTEOut,less than 6,less than 6
01842018FTEs,2018,0184,Middleton,FTEs,693.5,693.5
01852018FTEIn,2018,0185,Milford,FTEIn,"4,197.4","4,197.4"
01852018FTEOut,2018,0185,Milford,FTEOut,305.8,305.8
01852018FTEs,2018,0185,Milford,FTEs,"4,503.2","4,503.2"
01862018FTEIn,2018,0186,Millbury,FTEIn,"1,706.5","1,706.5"
01862018FTEOut,2018,0186,Millbury,FTEOut,78.7,78.7
01862018FTEs,2018,0186,Millbury,FTEs,"1,785.2","1,785.2"
01872018FTEIn,2018,0187,Millis,FTEIn,"1,284.9","1,284.9"
01872018FTEOut,2018,0187,Millis,FTEOut,64.2,64.2
01872018FTEs,2018,0187,Millis,FTEs,"1,349.1","1,349.1"
01892018FTEIn,2018,0189,Milton,FTEIn,"4,185.3","4,185.3"
01892018FTEOut,2018,0189,Milton,FTEOut,89.6,89.6
01892018FTEs,2018,0189,Milton,FTEs,"4,274.9","4,274.9"
01912018FTEIn,2018,0191,Monson,FTEIn,929.8,929.8
01912018FTEOut,2018,0191,Monson,FTEOut,89.2,89.2
01912018FTEs,2018,0191,Monson,FTEs,"1,019.0","1,019.0"
01962018FTEIn,2018,0196,Nahant,FTEIn,148.2,148.2
01962018FTEOut,2018,0196,Nahant,FTEOut,121.9,121.9
01962018FTEs,2018,0196,Nahant,FTEs,270.1,270.1
01972018FTEIn,2018,0197,Nantucket,FTEIn,"1,625.4","1,625.4"
01972018FTEOut,2018,0197,Nantucket,FTEOut,10.6,10.6
01972018FTEs,2018,0197,Nantucket,FTEs,"1,636.0","1,636.0"
01982018FTEIn,2018,0198,Natick,FTEIn,"5,474.0","5,474.0"
01982018FTEOut,2018,0198,Natick,FTEOut,156.6,156.6
01982018FTEs,2018,0198,Natick,FTEs,"5,630.6","5,630.6"
01992018FTEIn,2018,0199,Needham,FTEIn,"5,677.4","5,677.4"
01992018FTEOut,2018,0199,Needham,FTEOut,96.1,96.1
01992018FTEs,2018,0199,Needham,FTEs,"5,773.5","5,773.5"
02012018FTEIn,2018,0201,New Bedford,FTEIn,"12,735.8","12,735.8"
02012018FTEOut,2018,0201,New Bedford,FTEOut,"1,454.4","1,454.4"
02012018FTEs,2018,0201,New Bedford,FTEs,"14,190.2","14,190.2"
02042018FTEIn,2018,0204,Newburyport,FTEIn,"2,260.7","2,260.7"
02042018FTEOut,2018,0204,Newburyport,FTEOut,223.2,223.2
02042018FTEs,2018,0204,Newburyport,FTEs,"2,483.9","2,483.9"
02072018FTEIn,2018,0207,Newton,FTEIn,"12,893.1","12,893.1"
02072018FTEOut,2018,0207,Newton,FTEOut,148.6,148.6
02072018FTEs,2018,0207,Newton,FTEs,"13,041.7","13,041.7"
02082018FTEIn,2018,0208,Norfolk,FTEIn,962.0,962.0
02082018FTEOut,2018,0208,Norfolk,FTEOut,11.4,11.4
02082018FTEs,2018,0208,Norfolk,FTEs,973.4,973.4
02092018FTEIn,2018,0209,North Adams,FTEIn,"1,425.1","1,425.1"
02092018FTEOut,2018,0209,North Adams,FTEOut,201.6,201.6
02092018FTEs,2018,0209,North Adams,FTEs,"1,626.7","1,626.7"
02102018FTEIn,2018,0210,Northampton,FTEIn,"2,689.2","2,689.2"
02102018FTEOut,2018,0210,Northampton,FTEOut,293.0,293.0
02102018FTEs,2018,0210,Northampton,FTEs,"2,982.2","2,982.2"
02112018FTEIn,2018,0211,North Andover,FTEIn,"4,846.8","4,846.8"
02112018FTEOut,2018,0211,North Andover,FTEOut,97.7,97.7
02112018FTEs,2018,0211,North Andover,FTEs,"4,944.5","4,944.5"
02122018FTEIn,2018,0212,North Attleborough,FTEIn,"4,271.8","4,271.8"
02122018FTEOut,2018,0212,North Attleborough,FTEOut,196.4,196.4
02122018FTEs,2018,0212,North Attleborough,FTEs,"4,468.2","4,468.2"
02132018FTEIn,2018,0213,Northborough,FTEIn,"1,647.2","1,647.2"
02132018FTEOut,2018,0213,Northborough,FTEOut,76.6,76.6
02132018FTEs,2018,0213,Northborough,FTEs,"1,723.8","1,723.8"
02142018FTEIn,2018,0214,Northbridge,FTEIn,"2,150.0","2,150.0"
02142018FTEOut,2018,0214,Northbridge,FTEOut,199.4,199.4
02142018FTEs,2018,0214,Northbridge,FTEs,"2,349.4","2,349.4"
02152018FTEIn,2018,0215,North Brookfield,FTEIn,564.1,564.1
02152018FTEOut,2018,0215,North Brookfield,FTEOut,124.3,124.3
02152018FTEs,2018,0215,North Brookfield,FTEs,688.4,688.4
02172018FTEIn,2018,0217,North Reading,FTEIn,"2,478.3","2,478.3"
02172018FTEOut,2018,0217,North Reading,FTEOut,50.8,50.8
02172018FTEs,2018,0217,North Reading,FTEs,"2,529.1","2,529.1"
02182018FTEIn,2018,0218,Norton,FTEIn,"2,460.3","2,460.3"
02182018FTEOut,2018,0218,Norton,FTEOut,171.5,171.5
02182018FTEs,2018,0218,Norton,FTEs,"2,631.8","2,631.8"
02192018FTEIn,2018,0219,Norwell,FTEIn,"2,167.2","2,167.2"
02192018FTEOut,2018,0219,Norwell,FTEOut,45.6,45.6
02192018FTEs,2018,0219,Norwell,FTEs,"2,212.8","2,212.8"
02202018FTEIn,2018,0220,Norwood,FTEIn,"3,420.7","3,420.7"
02202018FTEOut,2018,0220,Norwood,FTEOut,122.8,122.8
02202018FTEs,2018,0220,Norwood,FTEs,"3,543.5","3,543.5"
02212018FTEIn,2018,0221,Oak Bluffs,FTEIn,427.4,427.4
02212018FTEOut,2018,0221,Oak Bluffs,FTEOut,55.6,55.6
02212018FTEs,2018,0221,Oak Bluffs,FTEs,483.0,483.0
02232018FTEIn,2018,0223,Orange,FTEIn,591.1,591.1
02232018FTEOut,2018,0223,Orange,FTEOut,91.0,91.0
02232018FTEs,2018,0223,Orange,FTEs,682.1,682.1
02242018FTEIn,2018,0224,Orleans,FTEIn,226.8,226.8
02242018FTEOut,2018,0224,Orleans,FTEOut,11.0,11.0
02242018FTEs,2018,0224,Orleans,FTEs,237.8,237.8
02262018FTEIn,2018,0226,Oxford,FTEIn,"1,686.1","1,686.1"
02262018FTEOut,2018,0226,Oxford,FTEOut,143.5,143.5
02262018FTEs,2018,0226,Oxford,FTEs,"1,829.6","1,829.6"
02272018FTEIn,2018,0227,Palmer,FTEIn,"1,393.5","1,393.5"
02272018FTEOut,2018,0227,Palmer,FTEOut,120.7,120.7
02272018FTEs,2018,0227,Palmer,FTEs,"1,514.2","1,514.2"
02292018FTEIn,2018,0229,Peabody,FTEIn,"5,924.1","5,924.1"
02292018FTEOut,2018,0229,Peabody,FTEOut,218.0,218.0
02292018FTEs,2018,0229,Peabody,FTEs,"6,142.1","6,142.1"
02302018FTEIn,2018,0230,Pelham,FTEIn,127.2,127.2
02302018FTEOut,2018,0230,Pelham,FTEOut,11.8,11.8
02302018FTEs,2018,0230,Pelham,FTEs,139.0,139.0
02312018FTEIn,2018,0231,Pembroke,FTEIn,"2,891.3","2,891.3"
02312018FTEOut,2018,0231,Pembroke,FTEOut,146.3,146.3
02312018FTEs,2018,0231,Pembroke,FTEs,"3,037.6","3,037.6"
02342018FTEIn,2018,0234,Petersham,FTEIn,116.3,116.3
02342018FTEOut,2018,0234,Petersham,FTEOut,15.2,15.2
02342018FTEs,2018,0234,Petersham,FTEs,131.5,131.5
02362018FTEIn,2018,0236,Pittsfield,FTEIn,"5,502.3","5,502.3"
02362018FTEOut,2018,0236,Pittsfield,FTEOut,733.0,733.0
02362018FTEs,2018,0236,Pittsfield,FTEs,"6,235.3","6,235.3"
02382018FTEIn,2018,0238,Plainville,FTEIn,713.8,713.8
02382018FTEOut,2018,0238,Plainville,FTEOut,34.7,34.7
02382018FTEs,2018,0238,Plainville,FTEs,748.5,748.5
02392018FTEIn,2018,0239,Plymouth,FTEIn,"7,507.4","7,507.4"
02392018FTEOut,2018,0239,Plymouth,FTEOut,664.4,664.4
02392018FTEs,2018,0239,Plymouth,FTEs,"8,171.8","8,171.8"
02402018FTEIn,2018,0240,Plympton,FTEIn,204.5,204.5
02402018FTEOut,2018,0240,Plympton,FTEOut,18.6,18.6
02402018FTEs,2018,0240,Plympton,FTEs,223.1,223.1
02422018FTEIn,2018,0242,Provincetown,FTEIn,119.7,119.7
02422018FTEOut,2018,0242,Provincetown,FTEOut,56.2,56.2
02422018FTEs,2018,0242,Provincetown,FTEs,175.9,175.9
02432018FTEIn,2018,0243,Quincy,FTEIn,"9,388.4","9,388.4"
02432018FTEOut,2018,0243,Quincy,FTEOut,245.4,245.4
02432018FTEs,2018,0243,Quincy,FTEs,"9,633.8","9,633.8"
02442018FTEIn,2018,0244,Randolph,FTEIn,"2,866.2","2,866.2"
02442018FTEOut,2018,0244,Randolph,FTEOut,548.3,548.3
02442018FTEs,2018,0244,Randolph,FTEs,"3,414.5","3,414.5"
02462018FTEIn,2018,0246,Reading,FTEIn,"4,175.0","4,175.0"
02462018FTEOut,2018,0246,Reading,FTEOut,91.2,91.2
02462018FTEs,2018,0246,Reading,FTEs,"4,266.2","4,266.2"
02482018FTEIn,2018,0248,Revere,FTEIn,"7,568.2","7,568.2"
02482018FTEOut,2018,0248,Revere,FTEOut,492.2,492.2
02482018FTEs,2018,0248,Revere,FTEs,"8,060.4","8,060.4"
02492018FTEIn,2018,0249,Richmond,FTEIn,178.6,178.6
02492018FTEOut,2018,0249,Richmond,FTEOut,39.5,39.5
02492018FTEs,2018,0249,Richmond,FTEs,218.1,218.1
02502018FTEIn,2018,0250,Rochester,FTEIn,505.6,505.6
02502018FTEOut,2018,0250,Rochester,FTEOut,11.0,11.0
02502018FTEs,2018,0250,Rochester,FTEs,516.6,516.6
02512018FTEIn,2018,0251,Rockland,FTEIn,"2,195.6","2,195.6"
02512018FTEOut,2018,0251,Rockland,FTEOut,184.7,184.7
02512018FTEs,2018,0251,Rockland,FTEs,"2,380.3","2,380.3"
02522018FTEIn,2018,0252,Rockport,FTEIn,918.2,918.2
02522018FTEOut,2018,0252,Rockport,FTEOut,39.0,39.0
02522018FTEs,2018,0252,Rockport,FTEs,957.2,957.2
02532018FTEIn,2018,0253,Rowe,FTEIn,65.5,65.5
02532018FTEOut,2018,0253,Rowe,FTEOut,29.5,29.5
02532018FTEs,2018,0253,Rowe,FTEs,95.0,95.0
02582018FTEIn,2018,0258,Salem,FTEIn,"3,737.0","3,737.0"
02582018FTEOut,2018,0258,Salem,FTEOut,919.5,919.5
02582018FTEs,2018,0258,Salem,FTEs,"4,656.5","4,656.5"
02612018FTEIn,2018,0261,Sandwich,FTEIn,"2,616.0","2,616.0"
02612018FTEOut,2018,0261,Sandwich,FTEOut,326.7,326.7
02612018FTEs,2018,0261,Sandwich,FTEs,"2,942.7","2,942.7"
02622018FTEIn,2018,0262,Saugus,FTEIn,"2,630.2","2,630.2"
02622018FTEOut,2018,0262,Saugus,FTEOut,254.2,254.2
02622018FTEs,2018,0262,Saugus,FTEs,"2,884.4","2,884.4"
02632018FTEIn,2018,0263,Savoy,FTEIn,54.2,54.2
02632018FTEOut,2018,0263,Savoy,FTEOut,31.7,31.7
02632018FTEs,2018,0263,Savoy,FTEs,85.9,85.9
02642018FTEIn,2018,0264,Scituate,FTEIn,"2,952.3","2,952.3"
02642018FTEOut,2018,0264,Scituate,FTEOut,54.6,54.6
02642018FTEs,2018,0264,Scituate,FTEs,"3,006.9","3,006.9"
02652018FTEIn,2018,0265,Seekonk,FTEIn,"2,009.2","2,009.2"
02652018FTEOut,2018,0265,Seekonk,FTEOut,50.7,50.7
02652018FTEs,2018,0265,Seekonk,FTEs,"2,059.9","2,059.9"
02662018FTEIn,2018,0266,Sharon,FTEIn,"3,573.0","3,573.0"
02662018FTEOut,2018,0266,Sharon,FTEOut,48.8,48.8
02662018FTEs,2018,0266,Sharon,FTEs,"3,621.8","3,621.8"
02692018FTEIn,2018,0269,Sherborn,FTEIn,428.0,428.0
02692018FTEOut,2018,0269,Sherborn,FTEOut,less than 6,less than 6
02692018FTEs,2018,0269,Sherborn,FTEs,433.5,433.5
02712018FTEIn,2018,0271,Shrewsbury,FTEIn,"6,147.5","6,147.5"
02712018FTEOut,2018,0271,Shrewsbury,FTEOut,231.5,231.5
02712018FTEs,2018,0271,Shrewsbury,FTEs,"6,379.0","6,379.0"
02722018FTEIn,2018,0272,Shutesbury,FTEIn,123.5,123.5
02722018FTEOut,2018,0272,Shutesbury,FTEOut,16.4,16.4
02722018FTEs,2018,0272,Shutesbury,FTEs,139.9,139.9
02732018FTEIn,2018,0273,Somerset,FTEIn,"1,808.1","1,808.1"
02732018FTEOut,2018,0273,Somerset,FTEOut,48.9,48.9
02732018FTEs,2018,0273,Somerset,FTEs,"1,857.0","1,857.0"
02742018FTEIn,2018,0274,Somerville,FTEIn,"4,889.4","4,889.4"
02742018FTEOut,2018,0274,Somerville,FTEOut,556.9,556.9
02742018FTEs,2018,0274,Somerville,FTEs,"5,446.3","5,446.3"
02752018FTEIn,2018,0275,Southampton,FTEIn,514.3,514.3
02752018FTEOut,2018,0275,Southampton,FTEOut,63.5,63.5
02752018FTEs,2018,0275,Southampton,FTEs,577.8,577.8
02762018FTEIn,2018,0276,Southborough,FTEIn,"1,307.3","1,307.3"
02762018FTEOut,2018,0276,Southborough,FTEOut,21.0,21.0
02762018FTEs,2018,0276,Southborough,FTEs,"1,328.3","1,328.3"
02772018FTEIn,2018,0277,Southbridge,FTEIn,"2,050.9","2,050.9"
02772018FTEOut,2018,0277,Southbridge,FTEOut,382.2,382.2
02772018FTEs,2018,0277,Southbridge,FTEs,"2,433.1","2,433.1"
02782018FTEIn,2018,0278,South Hadley,FTEIn,"1,908.7","1,908.7"
02782018FTEOut,2018,0278,South Hadley,FTEOut,236.2,236.2
02782018FTEs,2018,0278,South Hadley,FTEs,"2,144.9","2,144.9"
02812018FTEIn,2018,0281,Springfield,FTEIn,"25,776.0","25,776.0"
02812018FTEOut,2018,0281,Springfield,FTEOut,"4,811.9","4,811.9"
02812018FTEs,2018,0281,Springfield,FTEs,"30,587.9","30,587.9"
02842018FTEIn,2018,0284,Stoneham,FTEIn,"2,328.2","2,328.2"
02842018FTEOut,2018,0284,Stoneham,FTEOut,159.8,159.8
02842018FTEs,2018,0284,Stoneham,FTEs,"2,488.0","2,488.0"
02852018FTEIn,2018,0285,Stoughton,FTEIn,"3,542.6","3,542.6"
02852018FTEOut,2018,0285,Stoughton,FTEOut,201.2,201.2
02852018FTEs,2018,0285,Stoughton,FTEs,"3,743.8","3,743.8"
02872018FTEIn,2018,0287,Sturbridge,FTEIn,908.9,908.9
02872018FTEOut,2018,0287,Sturbridge,FTEOut,31.5,31.5
02872018FTEs,2018,0287,Sturbridge,FTEs,940.4,940.4
02882018FTEIn,2018,0288,Sudbury,FTEIn,"2,701.1","2,701.1"
02882018FTEOut,2018,0288,Sudbury,FTEOut,69.2,69.2
02882018FTEs,2018,0288,Sudbury,FTEs,"2,770.3","2,770.3"
02892018FTEIn,2018,0289,Sunderland,FTEIn,236.0,236.0
02892018FTEOut,2018,0289,Sunderland,FTEOut,17.0,17.0
02892018FTEs,2018,0289,Sunderland,FTEs,253.0,253.0
02902018FTEIn,2018,0290,Sutton,FTEIn,"1,409.8","1,409.8"
02902018FTEOut,2018,0290,Sutton,FTEOut,41.5,41.5
02902018FTEs,2018,0290,Sutton,FTEs,"1,451.3","1,451.3"
02912018FTEIn,2018,0291,Swampscott,FTEIn,"2,199.6","2,199.6"
02912018FTEOut,2018,0291,Swampscott,FTEOut,68.8,68.8
02912018FTEs,2018,0291,Swampscott,FTEs,"2,268.4","2,268.4"
02922018FTEIn,2018,0292,Swansea,FTEIn,"2,075.2","2,075.2"
02922018FTEOut,2018,0292,Swansea,FTEOut,62.6,62.6
02922018FTEs,2018,0292,Swansea,FTEs,"2,137.8","2,137.8"
02932018FTEIn,2018,0293,Taunton,FTEIn,"8,092.4","8,092.4"
02932018FTEOut,2018,0293,Taunton,FTEOut,307.5,307.5
02932018FTEs,2018,0293,Taunton,FTEs,"8,399.9","8,399.9"
02952018FTEIn,2018,0295,Tewksbury,FTEIn,"3,478.8","3,478.8"
02952018FTEOut,2018,0295,Tewksbury,FTEOut,179.2,179.2
02952018FTEs,2018,0295,Tewksbury,FTEs,"3,658.0","3,658.0"
02962018FTEIn,2018,0296,Tisbury,FTEIn,310.2,310.2
02962018FTEOut,2018,0296,Tisbury,FTEOut,77.9,77.9
02962018FTEs,2018,0296,Tisbury,FTEs,388.1,388.1
02982018FTEIn,2018,0298,Topsfield,FTEIn,640.2,640.2
02982018FTEOut,2018,0298,Topsfield,FTEOut,6.0,6.0
02982018FTEs,2018,0298,Topsfield,FTEs,646.2,646.2
03002018FTEIn,2018,0300,Truro,FTEIn,104.5,104.5
03002018FTEOut,2018,0300,Truro,FTEOut,117.8,117.8
03002018FTEs,2018,0300,Truro,FTEs,222.3,222.3
03012018FTEIn,2018,0301,Tyngsborough,FTEIn,"1,690.1","1,690.1"
03012018FTEOut,2018,0301,Tyngsborough,FTEOut,134.6,134.6
03012018FTEs,2018,0301,Tyngsborough,FTEs,"1,824.7","1,824.7"
03042018FTEIn,2018,0304,Uxbridge,FTEIn,"1,720.9","1,720.9"
03042018FTEOut,2018,0304,Uxbridge,FTEOut,239.1,239.1
03042018FTEs,2018,0304,Uxbridge,FTEs,"1,960.0","1,960.0"
03052018FTEIn,2018,0305,Wakefield,FTEIn,"3,489.6","3,489.6"
03052018FTEOut,2018,0305,Wakefield,FTEOut,115.5,115.5
03052018FTEs,2018,0305,Wakefield,FTEs,"3,605.1","3,605.1"
03062018FTEIn,2018,0306,Wales,FTEIn,160.4,160.4
03062018FTEOut,2018,0306,Wales,FTEOut,17.3,17.3
03062018FTEs,2018,0306,Wales,FTEs,177.7,177.7
03072018FTEIn,2018,0307,Walpole,FTEIn,"3,812.1","3,812.1"
03072018FTEOut,2018,0307,Walpole,FTEOut,118.9,118.9
03072018FTEs,2018,0307,Walpole,FTEs,"3,931.0","3,931.0"
03082018FTEIn,2018,0308,Waltham,FTEIn,"5,565.9","5,565.9"
03082018FTEOut,2018,0308,Waltham,FTEOut,184.9,184.9
03082018FTEs,2018,0308,Waltham,FTEs,"5,750.8","5,750.8"
03092018FTEIn,2018,0309,Ware,FTEIn,"1,191.2","1,191.2"
03092018FTEOut,2018,0309,Ware,FTEOut,198.4,198.4
03092018FTEs,2018,0309,Ware,FTEs,"1,389.6","1,389.6"
03102018FTEIn,2018,0310,Wareham,FTEIn,"2,311.5","2,311.5"
03102018FTEOut,2018,0310,Wareham,FTEOut,350.5,350.5
03102018FTEs,2018,0310,Wareham,FTEs,"2,662.0","2,662.0"
03142018FTEIn,2018,0314,Watertown,FTEIn,"2,597.4","2,597.4"
03142018FTEOut,2018,0314,Watertown,FTEOut,150.4,150.4
03142018FTEs,2018,0314,Watertown,FTEs,"2,747.8","2,747.8"
03152018FTEIn,2018,0315,Wayland,FTEIn,"2,718.6","2,718.6"
03152018FTEOut,2018,0315,Wayland,FTEOut,56.1,56.1
